Ulasan,Tanggal_Ulasan,Label
"Tempat bersejarah di kabupaten Sumenep, Luar biasa masyarakat sekitar ramah dan santun",4 tahun lalu,Positif
Salah satu wisata religi Sumenep. Makam para raja zaman dahulu di Kabupaten Sumenep. Asta Tinggi.,4 tahun lalu,Positif
"makam asta tinggi sumenep sekarang telah menjadi salah satu destinasi wisata religi di pulau madura. dari informasi yang saya dapatkan, area pemakaman ini telah ada sejak awal abad ke 17, dan yang dimakamkan disini adalah para raja sumenep …",setahun lalu,Positif
Makam raja2 n auliya' di sumenep madura yg menjadi salah satu tujuan para peziarah di nusantara..,4 tahun lalu,Positif
"Wisata religi,tempat bersih ,nyaman",setahun lalu,Positif
Salah satu kawasan peninggalan keraton sumenep yg amazing. Kalo ke sumenep wajib mampir sini dulu. Sowan kepada para leluhur,3 tahun lalu,Positif
"7 kawasan Asta Tinggi
 
 1. Kawasan Asta Induk, terdiri dari: …",setahun lalu,Positif
tempat ziarah yg wajib didatengi ngalap berkah,3 bulan lalu,Positif
"Tempat yg tidak bisa aku komentari, luarbiasa suasananya
 Foto Tahun 2016",2 tahun lalu,Positif
Yg ingin mendalami riwayat leluhur suku madura,2 bulan lalu,Positif
Dsini adalah tempat makam para Keraton/Raja Sumenep Dan juga para keturunan nya .. …,setahun lalu,Positif
Wisata religi dan sejarah untuk mengingat kembali perjuangan dan perjalanan kerajaan di Nusantara. Khususnya kerajaan Sumenep,11 bulan lalu,Positif
Asta tinggi sendiri menurut arti Etimologi adalah makam yang tinggi. Itu berdasar dari letak makam yang berada di puncak bukit dan penamaan Asta Tinggi sebenarnya hanya untuk mempermudah penyebutan saja. Bagus banget,4 tahun lalu,Positif
"Asta Tinggi adalah kawasan pemakaman khusus para Pembesar/Raja/Kerabat Raja yang teletak di kawasan dataran tinggi bukit Kebon Agung Sumenep. Dalam Bahasa Madura, Asta Tinggi disebut juga sebagai Asta Rajâ yang bermakna makam para Pangradjâ …",4 tahun lalu,Positif
"Wisata religi yg sungguh mengesankan
 Mengenang sejarah pendiri bangsa sebagai pembelajaran bagi penerus bangsa
 Dan mengenal arsitektur yang sungguh menakjubkan",3 tahun lalu,Positif
"Asta tinggi serasa sudah sangat dekat dgn langit kalau berada di sini,, tempat nya bagus dan nyaman untuk peziarah",setahun lalu,Positif
Jadi kangen. Bismillah tahun ini berangkat ziarah bareng kluarga,7 bulan lalu,Positif
Menakjubkan ... Megah area pemakaman Asta tinggi ... 20m-an depan nya ada goa menambah suasana mistis dan artistik ... …,2 tahun lalu,Positif
"Assalamualaikum.. untuk kesini. hendaknya bersama rombongan lebih terasa. romobngan ziarah, bisa ziarah ke makam para pejuang dan kiai-kai besar Madura.",3 tahun lalu,Campuran
Tempat sejarah yang masih lestari,4 bulan lalu,Positif
Asta tinggi ini adalah tempat makam para raja raja yg sebelumnya berjuang mempertahankan sebuah kerajaan yg ada di sebelah barat kota Sumenep ini,2 tahun lalu,Positif
Pemakaman Raja-Raja dengan arsitektur bagus....,2 tahun lalu,Positif
"Tempatnya bagus,karena berada dibawah di atas bukit jadi mempunyai pemandangan yang sangat bagus dan memukau,banyak toko pernak pernik khas sumenep,
 Tempay yg hits dan instagramebel",4 tahun lalu,Positif
Cutting dan sablon,6 bulan lalu,Positif
"Sayangnya datang pas malam, dari luar bangunan nampak jelas terlihat megah",10 bulan lalu,Positif
Semoga bisa kesini lagi... Bersama keluarga 27 November 2022,11 bulan lalu,Positif
"Berada di dataran tinggi, parkiran luas baik unk bus, city cart ato sepeda motor..makam raja n para wali di sumenep madura",4 tahun lalu,Positif
Saya suka berziarah ke makam2 para wali soal.a klu dah nyampe ke rumah terasa tenang hati pas pingin kembali berziarah lagi,4 tahun lalu,Positif
"Alhamdulillah bisa berkunjung kesini,juru kunci makam juga ramah ramah",setahun lalu,Positif
Adem,9 bulan lalu,Positif
ziarah ke sini menenangkan jiwa kita untuk mendoakan sang pahlawan sejara,2 tahun lalu,Positif
Alhamdulillah bisa sampai disini bersama keluarga,3 tahun lalu,Positif
Tempat ini berisi makam raja sumenep beserta keluarganya. Di dalamnya juga ada masjidnya.,4 tahun lalu,Positif
"Tempat makam para tokoh berpengaruh di sumenep | Religius, arsitek bangunan unik",4 tahun lalu,Positif
Bersih,9 bulan lalu,Positif
Disinilah alm bapak dan almh ibuku dimakamkan.. beristirahatlah dengan tenang bpk dan ibu..🤍😇 …,2 tahun lalu,Positif
Keturunan ke 5 dari Raden Cokro Aminoto 🙏 …,7 bulan lalu,Positif
"Alhamdulillah pernah kesana,makam para raja di madura",10 bulan lalu,Positif
Beberapa makam wali allah dan warisan budaya,setahun lalu,Positif
"Menurut berita yang saya terima,Asta Tinggi merupakan area makam para Raja-raja di Kabupaten Sumenep",4 tahun lalu,Positif
Subhanallaaah.. tempatnya begitu damai.. semoga almarhum dan almarhumah sekalian berbahagia di surgaNya.. 😊 …,2 tahun lalu,Positif
Alhamdulillah bisa nyampek untuk siaroh,setahun lalu,Positif
"Wisata religius , sekaligus mengenang para pahlawan khususnya pahlawan Madura",3 tahun lalu,Campuran
Alhamdulillah ..bagus untuk wisata relegi..,9 bulan lalu,Positif
Tempat jiaroh yg bagus,7 bulan lalu,Positif
"Makamnya Para Raja Sumenep Jaman Dulu Dan Para Bangsawan Di Sumenep,, Kebanggaan Sumenep,, Salah Satu Iconnya Sumenep,,",4 tahun lalu,Positif
Alhamdulillah,setahun lalu,Positif
Semoga Anda menerima berkah dari para wali,3 bulan lalu,Positif
"Pemakaman Muslim yang luar biasa untuk para bangsawan dan tokoh kerajaan juga.
 Rekomendasi destinasi religi di Sumenep Madura.",6 bulan lalu,Positif
Ya itu. Jangan berharap banyak,setahun lalu,Negatif
"Makam raja-raja Sumenep dan ulama besar, salah satu ulama besarnya adalah Bindere Saud.",4 tahun lalu,Positif
Raja – raja diam,setahun lalu,Positif
cocok banget untuk ziarah,5 bulan lalu,Positif
Makam raja dan keluarga kerajaan sunyi senyap,setahun lalu,Positif
Luar biasa,2 tahun lalu,Positif
perjalanan para agama di sumenep bagus,5 bulan lalu,Positif
tempat untuk ziarah bagus,setahun lalu,Positif
Tempat bahagia,4 tahun lalu,Positif
"Pertama ketempat ini bawa mobil dari surabaya ke sumenep parkir di pemukiman warga yg mengarah ke pantai sembilan , biaya parkir 10ribu terus nyebrang per orang sekitar 20rb kalo engga 10rb (lupa) dan jangan lupa bawa pancing lautnya bagus banget dan jangan lupa bawa sunblok soalnya panas banget . Awas makelar bos hahahaa",4 minggu lalu,Positif
"Pantai nya bagus, air nya jernih dan bersih, asri dan alami.
 Nyaman buat bersantai atau liburan bersama keluarga ataupun teman²...",2 bulan lalu,Positif
Pantai ini indah sekali terletak di Pulau Gili Genting . Tenang. Dan cukup bersih...untuk mencapainya...perlu menyeberang dengan kapal dari pelabuhan Tanjung Sumenep. …,6 bulan lalu,Positif
"Pantai nya bagus, kalo weekday sepi. Enak berasa pantai pribadi. Cuman akses nya belom bagus. Buat yang traveling individu harus nunggu perahu nya penuh baru berangkat.jadi gada jam keberangkatan. Bisa nunggu lama di pelabuhan nya",sebulan lalu,Positif
"Pantainya bersih, tenang cocok buat healing menghindari keramaian kota.",sebulan lalu,Positif
"Sumenep menjadi salahsatu Kabupaten yg mempunyai tempat wisata yg luar biasa indah untuk dinikmati, salah satunya gili genting , pantai sembilan. Kalo dr sumenepnya nyebrang 30 menit aja. Ohiya , perahunya cuman bisa angkut manusia dan …",7 bulan lalu,Positif
"Pantai yg sangat indah dan nyaman untuk di kunjungi bersama teman dan keluarga tercinta banyak sport untuk berfoto-foto ria dan wahana permainan yg tentunya seru untuk dimainkan, dan di sini juga banyak rumah"" kecil yg bisa di sewa untuk …",6 bulan lalu,Positif
Masuk kesini dikasih gratis sama penjaga pantainya baik banget. Namanya bang Saipul haha makasih banyak yaa bang. Mana mau direpotin lagi penjaga pantainya hahaha. Disuruh nganterin ke tengah laut yang ada rumah apungnya itu. Mau aja :( …,11 bulan lalu,Positif
"Bagus, Biaya masuk murah, Tersedia tempat penginapannya jg 300-500rb per malam",5 bulan lalu,Positif
"Pantainya bagus. Pasir putih ombak juga gak gede2.
 Aksesnya paling dekat nyebrang dari pelabuhan tanjung ya gaes. …",8 bulan lalu,Positif
"Pantainya bagus dan lumayan bersih. Hanya sayangnya kurang luas.
 Tiket masuk 15rb.
 Tersedia tempat menginap 300rb (kamar mandi luar), 500rb (kamar mandi dalam). …",setahun lalu,Positif
Pantai ini cukup bgus cuma infrastrukturx kurang bangaus banyakx sampah terutama di tempat wisatax masih kurang bersih,sebulan lalu,Campuran
"Pantai yang sungguh cantik dengan pengelolaan yang baik. Fasilitas lengkap. Sangat cocok dijadikan tempat liburan bersama keluarga, rekan maupun sahabat. Saran bisa ditambah spot spot fotonya 🤭 kurang banyak... Semoga bisa diperindah lagi penampilannya...sehingga tambah mempesona. Recommended for healing. …",setahun lalu,Positif
"Tempatnya sejuk dibawah pohon laut yg di hembus angin semilir pantai sebagai ac alami dari Allah. Hamparan Pemandangan laut yg luas dgn pulau2. Mushalla t4 ibadah ada dgn air tawar yg bersih. Kedai2 makanan kecil banyak bahkan makanan berat sekalipun ada, nasi, bakso, mieso, soto dll. Disini ada juga pondok2 t4 nginapnya gaes.",setahun lalu,Campuran
"Pantai Bersih, Pasir Putih, Laut Biru, Penginapan, Jajanan, Camp, Lengkap banget disana 😭😍
 Jatuh cinta pandangan pertama sama pantai ini😍 …",setahun lalu,Positif
"Keren sih tempatnya buat liburan keluarga.
 Sempat makan siang di gazebo dg kuliner yg ada, muantabek..
 Udaranya jg sejuk, next mungkin fasumnya ditambah akan bs jd perhatian …",setahun lalu,Positif
"Air pantainya terlihat biru, indah bgt.. kesana pas weekday jd sepi warung2 pd tutup masuk jg gratis krn g ada yg jaga.. cuma bayar ongkos naik perahu aja..",setahun lalu,Positif
"Bikin deg deg an ketika menyeberang menuju pulaunya soalnya perahunya agak sedikit masih kurang aman untuk para orang tua., maksudnya akses naik dan turun perahu ke daratan agak susah. Tapi setelah itu puas dengan pemandangan pantainya. …",2 tahun lalu,Positif
Pantai dengan ombak yang tenang dan cukup murah tiket masuk maupun penyeberangannya. Pasir putih dan tersedia penginapan tepi pantai yang murah dan cukup bagus. Perlu ditingkatkan kebersihan tepi pantainya oleh pengelola. Semoga tetap asri dan berkembang maju,setahun lalu,Positif
View sangat cantik tapi fasilitas belum cukup tapi gpp sudah bisa dibayar dengan kecantikan alam,setahun lalu,Positif
Salah satu pantai di Sumenep Madura yang bagus dan bersih. Pantai sembilan ini mirip gili trawangan di lombok. Bisa jadi alternatif kalau kejauhan ke lombok hehehe. Butuh waktu 30-45 menit untuk menyebrang ke pantai sembilan. Tiket sekali …,2 tahun lalu,Positif
"Cukup bagus dibanding beberapa pantai Madura yang sudah mulai rusak. Pantai 9 jadi salah satu yang masih terawat saat ini. Minimal kamar mandi, penginapan, dan kebersihan cukup terjaga. Fasilitas MCK dan musholla lumayan bersih dan layak. Akses dari pelabuhan juga mudah dan dekat.",2 bulan lalu,Positif
"Pantainya bagus. Kelihatannya bening
 Tapi waktu renang jadi butek soale isinya lumpur bawah'e.
 Penginapannya puanas, dapetnya yg paling pojok. …",3 tahun lalu,Campuran
"Pantai masih bersih walaupun tidak terlalu besar. Akses kesana juga tidak sulit, Ada ojek yang bisa mengantar sampai ke pelabuhan.. Bagi yang gak punya kendaraan, pake bis bisa, lanjut pake ojek. …",4 bulan lalu,Positif
"Seperti surga yang tersembunyi, pantai sembilan sungguh bagus dan bersih dengan pemandangan awan yang cerah, laut yang biru dan pasir putih nya. Sungguh memanjakan mata. Untuk kesana anda perlu menyeberang dengan biaya kapal 10rb per orang …",2 tahun lalu,Positif
"Pantai dengan pasir putih yang indah dengan cuaca yang cerah, banyak gazebo untuk berteduh dan tersedia penginapan bagi para wisatawan yang berkunjung serta tersedia warung yang menjual makanan dan minuman yang cukup ramah dikantong, dapat ditempuh dengan kapal boat kecil dari pelabuhan tanjung saronggi",3 tahun lalu,Positif
"Destinasi yg bagus untuk liburan, tempatnya bersih, pantainya bagus, airnya jernih. Jika kesana pakai motor lebih baik dibawa dan membayar uang tambahan saat menyebrangan dg perahu dan disana kalian bisa keliling pulau giligenting …",2 tahun lalu,Positif
"Pantai sembilan merupakan Salah satu wisata yang wajib untuk di kunjungi jika anda pergi ke Sumenep, untuk menuju tempat ini anda harus menyeberang ke pulau gili labak menggunakan perahu yang perjalanannya sekitar 30 menit untuk sampai ke …",2 tahun lalu,Positif
"Dapat ditempuh 1 jam dari Pelabuhan Tanjung, Sumenep, Madura. Akses kendaraan umum menuju Tanjung sangat mudah, baik menggunakan angkot maupun ojek. Harap diperhatikan dan perbanyak bertanya dengan daerah baru.",3 tahun lalu,Positif
"Salah satu destinasi wisata di kabupaten Sumenep yang wajib dikunjungi. Tepatnya berada di Kecamatan/Pulau Gili Genting desa Bringsang kabupaten Sumenep. Untuk sampai kesana, bisa ditempuh dari Pelabuhan Tanjung, Saronggi, Sumenep. …",4 tahun lalu,Positif
"perjalanannya menikmati indahnya samudera, di pantainya ombaknya tenang dan bermain banana boats. sangat worth in untuk yang fall in love with samudera💙 …",11 bulan lalu,Positif
"pantainya keren, bersih, cottage nya juga nyaman, makanan oke, suasana pantai vibesnya dapet banget",setahun lalu,Positif
"pantainya baguuus...
 fasilitas lengkap...sudah banyak penginapan..bisa buat ngecamp
 harus nyebrang dulu dr Pelabuhan Tanjung Saronggi Kab. Sumenep...sktr 30mnt nyebrang ke pulau.motorpun juga bisa nyampe pulau.",2 tahun lalu,Positif
"Tempat wisata pantai yg rekomended, view pantai dan pasirnya halus bersih dan warnanya instagramable, cocok untuk wisata keluarga.",setahun lalu,Positif
"Pantai pasir putih dgn air laut biru bersih bikin hilang stress
 Dsini cuaca nya panas bgt klo siang,lbih bagus sore sih tp prahu trakhir cm smpai jm 3 sore jd harus inap dn pnginapan dpinggir pntai gitu 500 prmalam klo prahu cm 10rb perorang tp klo udh lebih dr jm 3 gk ad lg pnumpqng harus carter bisa 300 lebih",3 tahun lalu,Positif
"Pantai Pulau Sembilan, membutuhkan waktu kurang lebih 30 m3nit dari Pulau MAdura dari Pelabuhan Tanjung Saronggi, Sumenep. naik kapal dengan biaya 15 rb. Pantai bersih dengan laut yang biru, terdapat toko cemilan, dengan harga terjangkau",3 bulan lalu,Positif
Wisata pantai 9 yang berada di pulau gili genting tepatnya di desa bringsang kabupaten sumenep. Pantai yuang luasnya hanya seberapa tapi cukup memberikan kesan dan kenangan yang manis. Para wisata lokal maupun luar kota cukup merasa puas. …,4 tahun lalu,Positif
Pantai yang sangat indah. Layak untuk dikunjungi bersama pacar sahabat ataupun keluarga. Pasir yang putih dan laut yang biru akan sangat memanjakan mata. Terdapat banyak spot foto dan tempat untuk bersantai di saung. Untuk biaya masuk …,4 tahun lalu,Positif
"Pantainya asik, masih sepi pengunjung, bisa buat camping dan juga terdapat banyak penginapan juga di sekeliling pesisir pantai. Penduduknya ramah², merawat pantainya juga pagi² nyapuin sampah² di pesisir pantai yg terbawa oleh air laut …",3 tahun lalu,Positif
"Pantainya bagus, lumayan banyak sampah, tolong buang sampah pada tempatnya,
 PP nyebrang naik kapal kecil +-30menit siap"" mual bagi yg belum terbiasa,",setahun lalu,Campuran
Mantap jiwa..keren tempat nyaa,4 bulan lalu,Positif
Pantainya bersih,4 bulan lalu,Positif
"Pantai bersih, fasilitas homestay ber-AC dan non-AC, kamar mandi, toilet, musola, ada beberapa warung dg menu relatif sederhana. Yakni rujak, nasi campur lauk telor atau ayam, rawon, bisa juga pesan ikan bakar. Sarana permainan di laut yakni banana boat dan snorkeling. Spot untuk foto² mantap recomended.",4 tahun lalu,Positif
"Pantai yang terletak di pulau madura, tepatnya di Kab. Sumenep, kecamatan gili Genting ini cukup eksotik. Jika anda berkesempatan untuk wisata ke Madura, maka sebaiknya menyempatkan datang juga ke Pulau yang terdiri dari 4 Desa ini. …",3 bulan lalu,Positif
"Hi ...Madura...tepatnya di daerah Sumenep yaa...jauuuhh bingit gaes...karena aq dari Jombang, tapi terbayar sudah dengan keindahan dan keelokan pantai ini...hamparan pasir putih yg terbentang luas seakan menyambut kedatangan qta …",2 tahun lalu,Positif
"Nyebrang dari dermaga 1/2 jam, tempatnya bagus banget, tahun depan kesana lagi, penginapannya semalem ada yg 300rb ada yg 500rb. Kami yang 500rb bisa buat 5 orang",setahun lalu,Positif
"Jauh2 nyebrang pake perahu, pantainya mirip2 lombang, mending lombang aja",6 bulan lalu,Negatif
"Sangat bagus pemandangan
 Bisa nginep di tempat
 Smoga kedepannya tambah bagus lagi",setahun lalu,Positif
Tempat wisata ini bagus dan masih sepi dan bersih,3 bulan lalu,Positif
"Kerennnnnn
 Pantai bersih, sepi, nyaman untuk berlibur, ad homestay 300-500rb per malam.
 Biaya sangat terjangkau..",2 tahun lalu,Positif
Kalau hopping island dari Pelabuhan Tanjung biasanya mampir dulu di Pantai Sembilan di Gili Genting dan lanjut Gili Labak. Banyak juga wisnan kesini karna jaraknya cuman 40 mnt perjalanan. Pantainya berpasir putih dan ombak relatif tenang. …,3 tahun lalu,Positif
"Tempat yg bagus buat refreshing, tapi sayang penginapan kurang terawat, lebih pas buat yang suka backpacker-an",2 tahun lalu,Campuran
"pantainya bersih, sampah pengunjung sebenernya sudah disediakan tempat sampah, tinggal kesadaran masing² wisatawan saja yg datang, penginapan tersedia, berAC, fasilitas umum seperti toilet cukup jika kunjungan wisatawan tidak terlalu …",2 tahun lalu,Positif
"Pantai yang indah di Pulau Gili Genting, lumayan ramai pengunjungnya, banyak saung-saung buat tempat duduk dan santai,
 ada juga di sini penginapan buat turis penginapannya lumayan bagus ya mepet …",2 tahun lalu,Positif
"Nice scenery for photo spot 👍
 Fasilitas sudah cukup lengkap.. …",2 tahun lalu,Positif
"Overall Bagus..
 Kebersihan masih harus diperhatikan lagi..
 Fasilitas butuh perhatian lagi.. …",setahun lalu,Campuran
"Pantai sembilan merupakan salah satu dari 2 pantai yang ada di pulau ini, biaya masuk dan menginap disini termasuk terjangkau bagi kantong mahasiswa
 Agar dapat mencapai lokasi ini, temen² perlu menuju ke pelabuhan Bluto Sumenep, …",2 tahun lalu,Positif
Harga penginapan terjangkau tiket menyebrang naik kapal 15.000.......warung buka 24 jam,10 bulan lalu,Positif
"Orangnya ramah2
 Makanan standart tidak terlalu mahal jadi tidak perlu khawatir soal makanan jajanan banyak yg jual disana ketika liburan pun buka hingga 24jam. …",3 tahun lalu,Positif
Pulau ditengah laut madura dengan pemandangan indah suasana tenang serta terdapat sebuah penginapan sehingga kita bisa berlibur sehari semalam di pinggir pantai.,2 tahun lalu,Positif
Pantainya masih alami.. suejuk.... indahnya matahri terbit..malamnya indah sunyi,5 bulan lalu,Positif
"Jauh2 dari kota Kediri datang ke pantai sembilan,puas banget.pantainya bersih,airnya biru jernih.",4 bulan lalu,Positif
Pantainya msh sama cuma takingnya sdh mulai kurang baik mungkin buat para pengelola bisa segera dperbaeki,setahun lalu,Campuran
Pemandangan nya MasyaAllah bagus banget. Surga dunia ❤️,setahun lalu,Positif
"Pantainya bagus, ada tempat penginapan. Semoga suatu saat bisa berkunjung kembali",setahun lalu,Positif
Surga tersembunyi di ujung pulau madura,5 bulan lalu,Positif
"Bagus, indah dengan pengelolaan yang cukup baik. Ada penginapan dengan pendingin ruangan, cocok untuk liburan keluarga atau kantor. Masyarakat nya juga ramah.",3 tahun lalu,Positif
"Pantai pasir putih yg indah, penyebrangan dg kapal hanya sebentar. Untuk teman2 yg berkunjung ikut jaga kebersihan pantai ya buang sampah pd tempat yg sdh disediakan ...",7 bulan lalu,Positif
Alam yg indah dan masih asri.,5 bulan lalu,Positif
Dari Kabupaten pamekasan ke ka Kabupaten sumenep pengen mengunjungi pantai sembilan hasilnya mengecewakan. Berangkatnya 40ribu pulang nya 40 ribu. Karcis pantai 30 ribu. Janjian gak bakalan kesini lagi,setahun lalu,Negatif
"Penyebrangan PP 20K
 Tiket masuk 15K
 Penginapan mulai harga 300, 500, 750 full ac",setahun lalu,Positif
"Cukup bagus dan terawat, hanya sedikit kurang bersih saja pasirnya karena ada beberapa sampah",setahun lalu,Campuran
"Tempatnya bagus, apalagi kalo lagi surut. Air bersihnya juga ada dan banyak. Ombaknya ga terlalu besar, tapi sayang banyak ranting-ranting daun-daunan yang bikin kurang enak dilihat. Sampah plastiknya sedikit kok",2 tahun lalu,Positif
"Tempat yg sangat nyaman dan hangat untuk bermalam. recomended banget untuk kalian melepas penat. view pantai sangat bagus, suasana malamnya sangat nyaman, fsilitas penginapan oke banget. plus, keramahan dari pak kades dan warga sekitar …",3 tahun lalu,Positif
"Masyaallah, banyak kepitingnya sama cumi-cumi. Jangan lupa, jika berkunjung kesini bawa pancing dan umpan udang2an. Serta jaring ikan.",2 tahun lalu,Positif
kalau malam begitu eksotis... jadi pengin balik ke sini lagi ...,setahun lalu,Positif
"Pantainya ok buat liburan, airnya aman buat berenang,",2 tahun lalu,Positif
"Pantainya apik masih bersih cocok utk poto2 instagramable, ada tempat menginapnya juga, pokok e siippppp👌👍👍👍 …",2 tahun lalu,Positif
"Murmer semuanya😂 mulai dr banana boat, makanan,minuman, penginapan. tapi sayangnya belum ada oleh² yang khas dari pantai sembilan. …",4 tahun lalu,Positif
"Akomodasi kapal 10rb. Tiket masuk pantai 10rb, menginap 20rb. Sdh ada penyewaan kamar. Dengan rate harga antara 350 - 750rb/malam. Juga diperbolehkan mendirikan tenda sendiri.
 Banyak toko/warung makanan.",4 tahun lalu,Positif
"Bagus banget pantai nya, naik perahu pp 20k, tiket masuk 10k",2 tahun lalu,Positif
"Salah satu Wisata Terbaik di Pulau Giligenting yaitu Pantai Sembilan.
 
 Kejernihan lautan membuat kita bisa merefresh segala kepenatan.",3 tahun lalu,Positif
tempatnya sangat rekomended buat wisata pokok e.....makanan juga murah enak sesuai harga...,3 tahun lalu,Positif
"Pantai luas, airnya bening, fasilitas memadai, cukup instagramable.
 Tapi agak tercemari oleh sampah
 30 menit naik kapal",4 tahun lalu,Positif
Bagus cma dipasir pantainya agak kotor,setahun lalu,Positif
"Pantai yg bersih,, seruh ada permainan banana boat.. ada tempat duduk untuk bersantai. Ada tempat penginapannya. Keren 👍🥰 …",2 tahun lalu,Positif
"Pantai Sembilan, terletak di Pulau Gili Genting Kecamatan Gili Genting Kabupaten Sumenep. Pantai dengan Pasir putih dan akses yang sangat mudah sangat memudahkan orang yang ingin berkunjung ke Destinasi ini.",setahun lalu,Positif
"Pantai nya tak se bagus n seindah dlu, karena skrang bnyak fasilitas yg kondisi nya memperihatinkan bahkan ada yg rusak .. …",2 tahun lalu,Negatif
"Pemandangan pantai yg baguuss, serasa sperti punya pulau sndri, hanya lmyan panas aja klo siang ksana hehehe",4 tahun lalu,Positif
"Pulau dan pantai yg indah, pasir putihnya bagus bgt. Cocok buat liburan bersama keluarga tercinta.
 Tp sayang penginapan agak mahal padahal kamar mandi luar, trus kamar mandinya agak kotor. Tingkatkan lagi utk kebersihan ya. Supaya pengunjungya tmbh nyaman lagi....",2 tahun lalu,Campuran
"Untuk pantai dan lautnya bisa dibilang standar, spot foto untuk area pantai dan laut tidak terlalu banyak. Tapi uniknya di pantai sembilan itu ada banyak cottage warna warni yang lucu, sayangnya waktu itu ramai orang jadi tidak bisa foto. Menurut orang lokal, pantai sembilan ini memang selalu ramai pengunjung.",setahun lalu,Campuran
Gili genting...pantai sembilan tempat wisata dengan ombak yg landai... bisa buat snorkling...atau berenang...,3 tahun lalu,Positif
"Pantai nya bersih sangat bagus, nyaman bersama keluarga",3 tahun lalu,Positif
Pantai pasir putih dan air biru Tempatnya bagus dan bersih sudah ada penginapan dan jet ski di penginapan yang bisa digunakan pengunjung jika sudah terlalu sore. Kekurangan dibelakang hotel ada pekuburan yg bisa membuat orang jurang nyaman.saran perbanyak tempat sampah agar sampah bisa tertampung,4 tahun lalu,Positif
"Perjalanan nyebrang yg sangat luar biasa, tapi seru...
 Pantai yg sangat rekomendasi buat d kunjungi bareng keluarga...
 Murah, tapi memuaskan",4 tahun lalu,Positif
"Pantainya bersih, suasananya tenang, masyarakatnya sangat ramah, bagus sekali untuk tempat beristirahat, benar2 pulau wisata yang damai",4 tahun lalu,Positif
"Tempat yang indah, ada tempat penginapan nya harga relatif terjangkau, pemandangan bagus dan keren, bisa untuk honeymoon, tapi klo mau berenang harus berhati-hati karena ada daerah pantai yang di huni oleh BabiLaut atau Landak Laut, dan di …",4 tahun lalu,Positif
"Tempatnya bersih, pagi dan sore selalu ada mobil utk angkut sampah.
 Ombak nya sangat tenang.
 Harga terjangkau.",setahun lalu,Positif
"Bagus, cukup bersih pantainya 😊 …",setahun lalu,Positif
Pantai cukup bagus... Hanya perlu di percantik lagi dengan tambahan sarana-sarana lain yang menarik minat pengunjung.,3 tahun lalu,Positif
"Soo beautiful,, selain disuguhkan dengan pemandangan pantai yang indah di sini kita juga tidak perlu khawatir untuk bermalam karena tersedia penginapan yang nyaman dengan suguhan hamparan pasir putih dan deburan ombak yang tenang 😎 …",2 tahun lalu,Positif
"Sangat bagus tiket juga cukup murah hanya dengan RP. 10.000 per orang, dan biaya kapal angkut dari pelabuhan saronggi smpai kepantai hanya RP. 10.000 per orang.. dan disana tempat nya cukup nyaman apalagi untuk sesi pemotretan",3 tahun lalu,Positif
"Pasir pantainya bersih dan putih, ombaknya begitu tenang. Tempat yg asik buat berlibur bersama teman di sumenep pokoknya. Beragam fasilitas tersedia didalamnya mulai home stay hingga toilet dan warung makan.",2 tahun lalu,Positif
"indah banget gk nyesel deh kalo kesana, apa lagi ada penginapan nya ☺",4 tahun lalu,Positif
Ombak yang tenang pemandangan bagus. Baik sunrise maupun sunset sangat mengesankan. Bakal kangen deh!,4 tahun lalu,Positif
"Keren, bersih dan satu lagi ramah anak serta keluarga",10 bulan lalu,Positif
"Bagus, bersih air jernih, kamar mandi bersih top deh pokok nya",4 tahun lalu,Positif
"Tempat yang sangat bagus sekali , jika ingin healing atau mencari sebuah ketenangan dengan tempat pantai yg ombaknya tenang dan sepi",2 tahun lalu,Positif
tempatnya cocok untuk menginap,setahun lalu,Positif
"Exited parah pas kesini karena tempatnya bagusss banget, kebetulan pengunjungnya sedikit jadi kayak pulau pribadi😋 …",4 tahun lalu,Positif
"Sumpah nyebelin bgt, datang ke vilanya wktu jm 11 siang, nyalahin ac tp acnya g nyala, bukanx di cek malah di bilang ""kalau siang itu emang panas kalau mau dingin ya nunggu sore, kalau g mau uangx saya kembalikan saja, tidur di luar"" masak …",3 tahun lalu,Negatif
"Surga tersembunyi di ujung timur pulau madura,pulau gili genting namanya,pantai pasir putih,bersih,ada resortnya,wajib dikunjungi kalau ke sumenep madura",4 tahun lalu,Positif
"Pantai ini sangat indah, berpasir putih, lautnya biru bening, dan masih asri",5 bulan lalu,Positif
"Lautnya hijau hijau biru, pemandangan bagus, tiket masuknya murmer, kamar mandinya juga bersih. Tapi dipasir pantainya pernah nemu sampah piring kaca :( . Semoga semakin bagus kedepannya.",4 tahun lalu,Positif
Pantainya lumayan bagus untuk singgah sebelum snorkeling ke gili labak.,3 tahun lalu,Positif
bagus pantainya akses kepulau ini juga lebih mudah daripada gili lainnya,4 tahun lalu,Positif
"Mungkin kebersihannya perlu dijaga lagi, terutama bagi pengunjung",4 bulan lalu,Positif
"Untuk ke pantai ini harus menaiki perahu kecil /perahu barang dari Pelabuhan Tanjung menuju Pulau Gili Genteng, biasanya beroperasi mulai pagi sampai sore. …",setahun lalu,Positif
Wisata yang cocok untuk menghasilkan problematika kehidupan,setahun lalu,Positif
Kekayaan indahnya gugusan pantai yang harus pemerintahan sumenep rawat dan kembangkan sebagai bentuk menjaga ciptaan allah swt yang diberikan dan membanggakan.,4 tahun lalu,Positif
